ticker,entry_date,exit_date,entry_px,exit_px,ret,hold_days
QQQ,2020-10-16,2021-03-11,280.1561279296875,309.3908996582031,0.10435171254170417,146
QQQ,2021-04-13,2021-05-26,331.7557373046875,325.4538269042969,-0.018995633509128695,43
QQQ,2021-06-16,2021-10-05,332.1552429199219,348.8902587890625,0.050383115202475404,111
QQQ,2021-11-02,2022-01-07,379.8079528808594,371.30987548828125,-0.022374669429957583,66
QQQ,2022-04-05,2022-04-28,353.4085693359375,321.0234069824219,-0.091636607494742,23
QQQ,2022-07-28,2022-09-14,303.79388427734375,290.281494140625,-0.0444788089426541,48
QQQ,2022-11-21,2022-12-29,276.91278076171875,262.3621826171875,-0.05254578031575918,38
QQQ,2023-01-31,2023-08-23,290.11090087890625,364.5228271484375,0.25649476129334126,204
QQQ,2023-11-17,2024-04-22,381.79437255859375,415.80859375,0.08909042048854743,157
QQQ,2024-05-21,2024-08-06,452.5226745605469,437.0632629394531,-0.034162733693083314,77
QQQ,2024-09-16,2025-03-06,470.58404541015625,486.92620849609375,0.034727405753193,171
QQQ,2025-05-13,2025-09-04,515.0116577148438,575.22998046875,0.11692613526672524,114
SPY,2005-03-16,2005-04-04,81.26898193359375,80.56763458251953,-0.00862995123585164,19
SPY,2005-05-24,2005-09-08,81.84847259521484,84.92957305908203,0.03764395798935549,107
SPY,2005-09-28,2005-10-05,84.02725982666016,82.61840057373047,-0.01676669280702503,7
SPY,2005-11-16,2006-05-23,85.2841796875,87.24824523925781,0.023029658712255596,188
SPY,2006-07-25,2007-03-09,88.67708587646484,99.54776763916016,0.12258726879950865,227
SPY,2007-04-12,2007-08-03,102.6971664428711,102.52659606933594,-0.0016609063272455815,113
SPY,2007-09-21,2007-11-12,108.86566162109375,102.94132232666016,-0.05441880576681024,52
SPY,2007-12-28,2008-01-04,106.08025360107422,101.7664794921875,-0.040665194156766615,7
SPY,2008-04-14,2008-06-16,96.20542907714844,98.59374237060547,0.024825140497443332,63
SPY,2008-08-25,2008-09-16,92.38801574707031,88.80944061279297,-0.038734191933230466,22
SPY,2009-01-02,2009-02-02,68.55790710449219,60.90265655517578,-0.11166108874427416,31
SPY,2009-04-06,2009-07-10,62.096214294433594,65.70380401611328,0.05809677389629653,95
SPY,2009-07-22,2010-02-08,71.37330627441406,79.90160369873047,0.11948861373364217,201
SPY,2010-03-11,2010-05-18,87.11531066894531,85.16313171386719,-0.02240913726975935,68
SPY,2010-07-30,2010-09-02,83.94679260253906,83.3377685546875,-0.00725488168124655,34
SPY,2010-09-21,2011-03-23,87.23571014404297,100.1917953491211,0.14851813762603783,183
SPY,2011-04-13,2011-06-06,101.58269500732422,99.71269989013672,-0.018408599191552022,54
SPY,2011-07-19,2011-08-08,103.07254791259766,87.17642974853516,-0.1542226178161611,20
SPY,2011-10-21,2011-12-14,96.76795959472656,95.02728271484375,-0.017988153177693644,54
SPY,2011-12-23,2012-05-03,99.28265380859375,109.8638687133789,0.10657667275075666,132
SPY,2012-07-06,2012-11-05,107.45124053955078,113.0956039428711,0.05252953223227541,122
SPY,2012-12-18,2013-06-28,115.90205383300781,130.06588745117188,0.12220519956075471,192
SPY,2013-07-19,2013-09-04,137.1602783203125,134.38739013671875,-0.020216408260109953,47
SPY,2013-09-25,2014-02-06,137.722900390625,145.38429260253906,0.05562903620373927,134
SPY,2014-03-04,2014-08-13,153.65782165527344,161.0775604248047,0.0482874134853819,162
SPY,2014-09-02,2014-10-13,165.84764099121094,155.65928649902344,-0.06143201333040027,41
SPY,2014-11-11,2015-01-23,169.58811950683594,171.18386840820312,0.009409555964224658,73
SPY,2015-02-13,2015-04-20,175.20101928710938,176.0418243408203,0.004799087683006409,66
SPY,2015-04-24,2015-06-25,177.55181884765625,176.90650939941406,-0.0036344851459724214,62
SPY,2015-08-03,2015-08-19,176.8474884033203,175.6083221435547,-0.007006976864379122,16
SPY,2015-10-22,2015-12-22,173.92835998535156,173.46324157714844,-0.0026741953310104316,61
SPY,2016-03-09,2016-05-26,169.95140075683594,179.36166381835938,0.05537031774741008,78
SPY,2016-05-27,2016-09-19,180.1327362060547,184.72811889648438,0.02551109136083407,115
SPY,2016-11-21,2017-04-19,190.562255859375,204.1414337158203,0.07125848607956264,149
SPY,2017-05-03,2017-09-07,208.54879760742188,216.93861389160156,0.040229511655938355,127
SPY,2017-09-08,2018-02-23,216.6837921142578,243.84124755859375,0.12533219572793786,168
SPY,2018-05-15,2018-10-18,241.60079956054688,248.5501251220703,0.028763669549785043,156
SPY,2019-01-31,2019-05-29,244.1494903564453,252.8015594482422,0.03543758817257947,118
SPY,2019-06-27,2019-08-16,266.10870361328125,263.68963623046875,-0.009090523346158452,50
SPY,2019-09-18,2020-03-03,274.8725280761719,276.7069396972656,0.006673681192997938,167
SPY,2020-04-30,2020-10-01,269.2862243652344,315.0802917480469,0.1700572225362027,154
SPY,2020-10-20,2021-10-01,321.0072326660156,411.6656494140625,0.28241861093008547,346
SPY,2021-10-28,2022-01-25,434.4938049316406,413.3307189941406,-0.04870745151551614,89
SPY,2022-04-01,2022-05-02,432.2216796875,395.5383605957031,-0.08487153887865884,31
SPY,2022-08-01,2022-09-16,393.691162109375,371.0473327636719,-0.05751673272109736,46
SPY,2022-11-11,2023-01-03,383.5098876953125,368.1686096191406,-0.04000230129232041,53
SPY,2023-01-27,2023-03-14,392.2027893066406,378.7162170410156,-0.034386732153198984,46
SPY,2023-04-13,2023-08-28,401.25958251953125,431.2807312011719,0.07481727537355276,137
SPY,2023-11-20,2024-04-26,444.0433349609375,500.39312744140625,0.12690156127537833,158
SPY,2024-05-20,2024-08-09,521.8556518554688,526.4332275390625,0.008771727713052568,81
SPY,2024-09-03,2025-01-14,545.288330078125,578.7330322265625,0.06133397746407998,133
SPY,2025-02-04,2025-03-07,598.2066650390625,572.500244140625,-0.04297247490005629,31
SPY,2025-05-14,2025-09-04,585.8580932617188,649.1199951171875,0.10798161292483499,113
