ticker,entry_date,exit_date,entry_px,exit_px,ret,hold_days
QQQ,2005-05-24,2005-09-13,32.46955490112305,33.920406341552734,0.0446834409910406,112
QQQ,2005-11-10,2006-02-10,34.75065612792969,35.14335250854492,0.011300401902328838,92
QQQ,2006-04-03,2006-05-17,36.04377746582031,33.7598991394043,-0.06336401140479175,44
QQQ,2006-08-25,2007-03-08,32.9234619140625,36.98487091064453,0.1233591111160548,195
QQQ,2007-04-11,2007-08-16,38.07612609863281,39.174686431884766,0.02885168334631083,127
QQQ,2007-09-18,2007-11-23,43.13094711303711,42.980899810791016,-0.0034788779818085702,66
QQQ,2008-04-07,2008-06-27,39.53440475463867,39.46687316894531,-0.001708172567981725,81
QQQ,2008-08-19,2008-09-12,40.64267349243164,37.54756546020508,-0.07615414455456349,24
QQQ,2009-01-05,2009-02-26,26.875492095947266,24.077051162719727,-0.10412612811839583,52
QQQ,2009-04-02,2010-02-08,27.562135696411133,37.1734504699707,0.3487144421399486,312
QQQ,2010-03-10,2010-05-19,41.09377670288086,40.16960906982422,-0.02248923577257511,70
QQQ,2010-08-02,2010-09-01,40.85890579223633,39.186744689941406,-0.04092525411222958,30
QQQ,2010-09-20,2011-03-17,42.85007095336914,48.05241394042969,0.12140803670364764,178
QQQ,2011-04-20,2011-06-07,50.96429443359375,49.12400436401367,-0.036109399532215036,48
QQQ,2011-07-18,2011-08-16,50.77853012084961,47.566253662109375,-0.0632605246960718,29
QQQ,2011-09-28,2011-12-06,48.21146011352539,50.46601104736328,0.046763797000319185,69
QQQ,2012-01-12,2012-05-07,51.821781158447266,57.57278060913086,0.11097649139267651,116
QQQ,2012-07-09,2012-10-18,57.02790451049805,60.1305046081543,0.054404946565853596,101
QQQ,2012-12-19,2013-06-28,59.2100830078125,64.39303588867188,0.08753497069368255,191
QQQ,2013-07-22,2014-04-09,67.59141540527344,80.35186767578125,0.1887880612352475,261
QQQ,2014-05-22,2014-10-14,81.64195251464844,85.49540710449219,0.047199441845200196,145
QQQ,2014-11-11,2015-01-12,94.0569076538086,93.73356628417969,-0.003437720606539796,62
QQQ,2015-02-13,2015-04-20,98.68098449707031,99.54629516601562,0.008768768100109625,66
QQQ,2015-04-27,2015-07-01,102.00718688964844,100.0719985961914,-0.018971097551690352,65
QQQ,2015-07-20,2015-08-25,105.6913070678711,90.95684051513672,-0.13941039203226469,36
QQQ,2015-10-22,2015-12-30,101.97930908203125,105.61003875732422,0.03560261103919071,69
QQQ,2016-03-11,2016-05-12,99.28853607177734,99.02197265625,-0.0026847350769140244,62
QQQ,2016-06-10,2016-07-07,101.8741683959961,101.84545135498047,-0.0002818873662261412,27
QQQ,2016-07-12,2016-11-04,104.53642272949219,106.8287353515625,0.02192836297834777,115
QQQ,2016-12-09,2017-07-07,112.32759857177734,130.4992218017578,0.16177345070159932,210
QQQ,2017-07-19,2018-04-05,136.3914337158203,153.0828094482422,0.12237847552214576,260
QQQ,2018-05-14,2018-10-12,161.75416564941406,166.76406860351562,0.030972327259626953,151
QQQ,2019-01-30,2019-05-28,158.9519500732422,170.5923309326172,0.07323207330272652,118
QQQ,2019-07-01,2019-08-20,182.30706787109375,180.1011962890625,-0.012099758982416331,50
QQQ,2019-09-20,2020-03-10,183.7904815673828,197.4351348876953,0.07424026099692216,172
QQQ,2020-04-27,2020-10-01,208.9550323486328,274.077392578125,0.31165729534016795,157
